"reviews_per_month";"name";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"calculated_host_listings_count";"availability_365"
1.86;"Sonder | The Nash | Artsy 1BR + Rooftop";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74792;-73.97614;"Entire home/apt";262;2;8;327;91
2.59;"Sonder | The Nash | Lovely Studio + Rooftop";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74771;-73.97528;"Entire home/apt";255;2;14;327;81
0.94;"Sonder | The Nash | Brilliant Studio + Rooftop";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74845;-73.97446;"Entire home/apt";245;2;4;327;137
1.0;"Sonder | 11th Ave | Bright 1BR + Gym";"Sonder (NYC)";"Manhattan";"Hell's Kitchen";40.76188;-73.99616;"Entire home/apt";185;29;1;327;281
1.0;"Sonder | 11th Ave | Contemporary 1BR + Gym";"Sonder (NYC)";"Manhattan";"Hell's Kitchen";40.76037;-73.99744;"Entire home/apt";185;29;1;327;332
1.19;"Sonder | The Nash | Pristine Studio + Gym";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74884;-73.97589;"Entire home/apt";252;2;7;327;117
0.94;"Sunny 1BR in Hell's Kitchen by Sonder";"Sonder (NYC)";"Manhattan";"Hell's Kitchen";40.76079;-73.99807;"Entire home/apt";189;29;1;327;325
0.91;"Sonder | The Nash | Airy Studio + Fitness Center";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74896;-73.97472;"Entire home/apt";228;2;5;327;111
1.06;"Sonder | The Nash | Bohemian Studio + Rooftop";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74737;-73.9742;"Entire home/apt";240;2;4;327;99
1.3;"Sonder | The Nash | Simple Studio + Gym";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74846;-73.97448;"Entire home/apt";241;2;4;327;130
1.21;"Sonder | The Nash | Creative 1BR + Gym";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74871;-73.97446;"Entire home/apt";265;2;5;327;83
0.99;"Sonder | The Nash | Bohemian 1BR + Rooftop";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74846;-73.97611;"Entire home/apt";263;2;5;327;62
1.09;"Sonder | The Nash | Charming Studio + Gym";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74909;-73.97585;"Entire home/apt";243;2;6;327;153
0.34;"Sonder | The Nash | Polished Studio + Rooftop";"Sonder (NYC)";"Manhattan";"Murray Hill";40.74845;-73.97458;"Entire home/apt";254;2;1;327;159
0.76;"Cozy room in a great food-filled neighborhood";"Irma";"Queens";"Elmhurst";40.74096;-73.87937;"Private room";35;3;4;1;310
0.0;"Beautiful apartment in, steps from the train";"A.M";"Brooklyn";"Flatbush";40.63379;-73.96246;"Private room";40;53;0;1;90
0.0;"Charming NYC UpperWest Apartment";"Corina";"Manhattan";"Upper West Side";40.79737;-73.96217;"Entire home/apt";180;3;0;1;4
0.63;"Penthouse Apartment in Williamsburg, Brooklyn";"Alessandro";"Brooklyn";"Williamsburg";40.7194;-73.96374;"Private room";80;3;4;1;280
0.16;"Large sunny bedroom in Astoria, Queens";"Yasha";"Queens";"Astoria";40.76702;-73.90945;"Private room";60;2;1;3;51
1.0;"Funky sun-filled artist home near Fort Greene Park";"Šara";"Brooklyn";"Fort Greene";40.68908;-73.97309;"Entire home/apt";115;2;1;1;16
0.15;"Queen Bed in Beautiful Clinton Hill";"Nicole";"Brooklyn";"Clinton Hill";40.68873;-73.96133;"Private room";100;5;1;2;6
2.25;"Waterfront Room with Manhattan View and Balcony";"Ben";"Manhattan";"Roosevelt Island";40.76358;-73.94761;"Private room";150;2;14;1;7
0.16;"Minutes to Manhattan";"Trevor";"Bronx";"Hunts Point";40.81389;-73.88914;"Private room";70;2;1;1;342
2.07;"Spacious 1 bedroom in Bensonhurst - Sleeps 4";"Kel";"Brooklyn";"Bensonhurst";40.6065;-73.99917;"Entire home/apt";113;3;13;2;118
0.0;"Simple studio";"Xochilth";"Manhattan";"Harlem";40.82211;-73.93887;"Entire home/apt";85;4;0;1;3
2.67;"Overnight Bed by Central Park New York City";"Chase";"Manhattan";"Hell's Kitchen";40.7656;-73.98822;"Shared room";80;1;18;5;48
0.48;"Share a Lg Studio room* 2 blocks subway* Bronx Zoo";"Monica";"Bronx";"Van Nest";40.84047;-73.87127;"Shared room";20;14;1;4;139
0.55;"25 minutes from Manhattan, shared room bunk beds";"Dan";"Brooklyn";"Borough Park";40.63987;-73.99578;"Shared room";40;3;2;4;50
2.83;"Luxurious Private Sunny LES Full Floor Loft - NYC";"Julie";"Manhattan";"Lower East Side";40.71909;-73.99343;"Entire home/apt";499;1;18;1;356
5.13;"�?�? Luxury Studio with modern finishes �?�?";"Andy";"Bronx";"Williamsbridge";40.87701;-73.86282;"Entire home/apt";200;1;34;3;347
1.52;"Book NOW this New 3br Home with lots of space.";"Andy";"Bronx";"Belmont";40.85222;-73.89277;"Entire home/apt";299;1;10;3;322
0.0;"Shared room for 2 persons 15 sec away from Mtrain";"Sergii";"Queens";"Ridgewood";40.70482;-73.90342;"Shared room";40;30;0;6;365
0.0;"Private room with queen-size bed! M and L trains";"Sergii";"Queens";"Ridgewood";40.70487;-73.90354;"Private room";57;30;0;6;365
0.0;"Classic Brownstone Living in historic BROOKLYN";"Megan";"Brooklyn";"Bedford-Stuyvesant";40.68353;-73.93566;"Entire home/apt";450;3;0;1;357
0.61;"5 Star Manhattan Luxury St. Regis Hotel King Suite";"Alyssa";"Manhattan";"Midtown";40.76042;-73.97504;"Entire home/apt";1075;1;4;6;365
0.0;"Brooklyn 3 persons shared room close to subway";"Sergey";"Brooklyn";"Bushwick";40.6919;-73.90626;"Shared room";32;30;0;6;342
0.0;"great  Location with a fireplace balcony &rooftop";"Debra";"Manhattan";"Midtown";40.74484;-73.98355;"Entire home/apt";150;20;0;2;157
1.69;"1 Bedroom, Comfortable Large Brownstone apt";"LaTasha";"Brooklyn";"Bedford-Stuyvesant";40.68358;-73.91775;"Entire home/apt";50;3;11;2;26
0.0;"Luxurious Bushwick house 3person room near subway";"Sergey";"Brooklyn";"Bushwick";40.69101;-73.9066;"Shared room";32;30;0;6;330
0.0;"Serene, Super-Sized Oasis in Bed Stuy";"Alexandra";"Brooklyn";"Bedford-Stuyvesant";40.68805;-73.92599;"Private room";175;2;0;1;83
0.0;"Amazing 2 person shared room close to subway!!!";"Sergey";"Brooklyn";"Bushwick";40.69102;-73.90525;"Shared room";40;30;0;6;365
0.0;"Spacious 2 person shared room high near subway";"Sergey";"Brooklyn";"Bushwick";40.69028;-73.90563;"Shared room";40;30;0;6;365
0.0;"Heavenly private room near subway line J,Z,M";"Sergey";"Brooklyn";"Bushwick";40.69096;-73.90528;"Private room";55;30;0;6;365
1.04;"Shared place in Hell’s Kitchen, Midtown West!";"Jacob";"Manhattan";"Hell's Kitchen";40.76389;-73.98671;"Shared room";99;1;7;7;33
3.5;"Beautiful Family Apt close to Broadway Station N/W";"Erica";"Queens";"Astoria";40.76551;-73.92904;"Entire home/apt";200;2;23;1;265
0.48;"Fabulous studio apartment 12 mins to Manahattan";"Clinton";"Queens";"Astoria";40.76837;-73.92007;"Entire home/apt";140;4;3;1;101
0.31;"1BR Park Slope Apt w/ Private Backyard";"Melysa";"Brooklyn";"Park Slope";40.68087;-73.97871;"Entire home/apt";100;2;2;1;1
1.38;"Entire Loft Apartment in Soho/NoHo/Nolita";"Lida";"Manhattan";"NoHo";40.72604;-73.99342;"Entire home/apt";550;7;4;1;14
5.08;"Javits center 1 bedroom";"Marisa";"Manhattan";"Hell's Kitchen";40.75605;-73.99711;"Entire home/apt";134;1;33;1;20
4.04;"Safe and lively South Harlem Condo with doorman.";"Joseph";"Manhattan";"Harlem";40.80798;-73.95544;"Private room";150;2;12;1;184
3.96;"Sunny East Williamsburg Apartment";"Josh";"Brooklyn";"Williamsburg";40.70721;-73.93843;"Entire home/apt";105;2;14;1;144
0.53;"Great Room in Heart of Williamsburg";"Tim";"Brooklyn";"Williamsburg";40.71332;-73.95591;"Private room";75;4;1;1;47
3.53;"Sunny & Clean-  Soho/west village loft";"Candy";"Manhattan";"Greenwich Village";40.72699;-73.99933;"Entire home/apt";250;3;22;1;244
0.8;"Modern 2BD Plus Movie screening room-Alphabet City";"Ashley";"Manhattan";"East Village";40.72103;-73.9804;"Entire home/apt";295;3;5;1;140
3.06;"(UES) Entire Apartment Near Central Park";"Kal";"Manhattan";"Upper East Side";40.77608;-73.94665;"Entire home/apt";180;2;15;1;57
5.34;"Master Bedroom in Spacious Washington Heights Apt.";"Emmanuel";"Manhattan";"Washington Heights";40.84457;-73.94065;"Private room";60;1;34;1;66
0.0;"CQ 1 Bedroom";"Adrienne";"Manhattan";"Financial District";40.70706;-74.00991;"Private room";3000;3;0;1;23
3.92;"2 Bedrooms with Harbor View";"Farah";"Staten Island";"Stapleton";40.63448;-74.07837;"Private room";85;2;26;3;305
2.82;"Shared renovated cozy room in heart of the city.";"Chase";"Manhattan";"Hell's Kitchen";40.76481;-73.98724;"Shared room";80;1;19;5;52
5.82;"Beautiful shared place by Times Square, Midtown.";"Chase";"Manhattan";"Hell's Kitchen";40.76333;-73.98806;"Shared room";80;1;39;5;22
1.53;"The Pearl of Midtown Manhattan";"Ilia";"Manhattan";"Hell's Kitchen";40.75878;-73.99011;"Entire home/apt";220;5;7;1;22
3.58;"Shared apt by Theater District, Broadway";"Chase";"Manhattan";"Hell's Kitchen";40.76546;-73.98712;"Shared room";80;1;24;5;46
1.11;"Queen Size Room in the Heart of Upper East Side";"Rob";"Manhattan";"Upper East Side";40.77581;-73.95072;"Private room";120;2;7;2;66
2.39;"Basement in a Gorgeous Brooklyn Brownstone";"Sharyn";"Brooklyn";"Bedford-Stuyvesant";40.69007;-73.94326;"Private room";40;7;13;1;93
1.0;"Cool Private Bedroom & Office/Living Room Bushwick";"Evan";"Brooklyn";"Williamsburg";40.7033;-73.93583;"Private room";60;2;1;1;210
0.6;"Spacious sun-filled bedroom near Botanical Garden";"Rosario";"Bronx";"Allerton";40.86437;-73.86047;"Private room";80;3;4;1;155
0.0;"manhattan 127 st and convent ave room 2";"Eliahu";"Manhattan";"Harlem";40.81399;-73.95229;"Private room";69;2;0;11;365
0.0;"Charming space in the heart of the East Village";"Youmna";"Manhattan";"East Village";40.72918;-73.98154;"Entire home/apt";180;1;0;1;188
0.0;"Designed 3-person shared room next to Wyckoff Ave";"Alexander";"Brooklyn";"Bushwick";40.69078;-73.90504;"Shared room";32;30;0;8;365
0.0;"Spacious shared room near L-train";"Alexander";"Brooklyn";"Bushwick";40.6915;-73.90623;"Shared room";32;30;0;8;355
0.0;"Light twin room";"Alexander";"Brooklyn";"Bushwick";40.69241;-73.90692;"Shared room";40;30;0;8;276
0.0;"Gorgeous 2 people shared room with great amenities";"Alexander";"Brooklyn";"Bushwick";40.69213;-73.90548;"Shared room";40;30;0;8;365
4.21;"Walk toTimes Square,Central Park,Museums, Broadway";"Tiba";"Manhattan";"Hell's Kitchen";40.76356;-73.98956;"Entire home/apt";230;1;17;5;282
0.0;"Cozy private room in EastBushwick near  subway";"Alexander";"Brooklyn";"Bushwick";40.6905;-73.90622;"Private room";55;30;0;8;340
2.54;"Large, sunny, and chic apt in historic Harlem";"Phil";"Manhattan";"Harlem";40.80709;-73.95363;"Private room";99;2;17;1;43
2.32;"bushwick nook";"Jose";"Brooklyn";"Bushwick";40.69114;-73.91158;"Private room";70;3;15;2;137
0.79;"Classic brick, Ambient lighting Apt Heart of NYC";"Brian";"Manhattan";"Hell's Kitchen";40.76111;-73.99461;"Entire home/apt";139;2;5;1;10
0.38;"A GEM IN NOHO";"Albert";"Manhattan";"East Village";40.72288;-73.98344;"Entire home/apt";350;3;2;2;342
0.0;"Huge Artistic Downtown Loft - Designer Furniture";"Kasra";"Manhattan";"Civic Center";40.71324;-73.99881;"Entire home/apt";410;3;0;1;18
0.0;"The Nest...";"Michelle";"Queens";"Ozone Park";40.66736;-73.83457;"Private room";60;1;0;1;364
2.79;"Magnificent Industrial Chic 3 Bedroom Loft";"Beny & Maria";"Brooklyn";"Williamsburg";40.71733;-73.96145;"Entire home/apt";450;1;12;1;334
0.6;"Bright Spacious 2Bedrooms private Apt in Bay Ridge";"Tee";"Brooklyn";"Bay Ridge";40.63284;-74.02272;"Entire home/apt";120;9;1;3;3
0.31;"susan place";"Susan";"Brooklyn";"East Flatbush";40.6499;-73.91499;"Private room";60;3;2;1;189
5.38;"Bedroom close to Manhattan(BIG)";"Katherine";"Queens";"Elmhurst";40.7455;-73.89103;"Private room";75;1;14;2;256
2.57;"A beautiful huge quiet Brooklyn apartment.";"Jack";"Brooklyn";"Sheepshead Bay";40.6001;-73.94974;"Entire home/apt";199;3;16;1;129
5.36;"Amazing location,  A gem in Soho two bedroom";"Chris";"Manhattan";"SoHo";40.7274;-74.0026;"Entire home/apt";183;2;35;1;294
3.33;"Private Room in a Neo Hippie Art Apartment!";"Kevin";"Brooklyn";"Bedford-Stuyvesant";40.69747;-73.94498;"Private room";35;2;21;1;100
4.95;"Sweet digs of Windsor";"Massimo";"Brooklyn";"Windsor Terrace";40.65554;-73.97932;"Entire home/apt";104;3;30;1;43
0.0;"U can have your private bathroom! @cozy area!";"Shogo";"Queens";"Woodside";40.74288;-73.89488;"Private room";40;30;0;15;22
0.78;"Beautiful apartment in Elmhurst";"KImberly";"Queens";"Elmhurst";40.73399;-73.87351;"Entire home/apt";150;3;2;3;107
1.0;"5th Ave Luxury St. Regis NYC King Room Manhattan";"Alyssa";"Manhattan";"Midtown";40.7608;-73.97391;"Entire home/apt";820;1;1;6;365
9.29;"Luxury Studio style room in Manhattan Brownstone";"Andrew";"Manhattan";"Harlem";40.8072;-73.94747;"Private room";69;1;61;2;8
0.33;"Sunny, Plant-filled Apt in Manhattan’s Chinatown";"Allie";"Manhattan";"Chinatown";40.71513;-73.99791;"Entire home/apt";91;5;2;1;1
4.09;"City Views, Private Balcony, Clean, Private Bath";"MyHomes";"Queens";"Flushing";40.75342;-73.83164;"Private room";90;1;27;1;29
0.0;"Stunning Central Chelsea 1BR w/ Gym + Doorman by Blueground";"Blueground";"Manhattan";"Chelsea";40.74228;-73.99488;"Entire home/apt";306;30;0;232;343
0.0;"Clinton Hill loft";"Lionel";"Brooklyn";"Bedford-Stuyvesant";40.69209;-73.95868;"Entire home/apt";300;3;0;1;364
0.97;"Spacious & Sunny Bedroom in Bedstuy";"Omri";"Brooklyn";"Bedford-Stuyvesant";40.69255;-73.93915;"Private room";45;1;6;2;3
1.14;"Bright & Airy East Village Penthouse w/ Terrace";"Molly";"Manhattan";"East Village";40.72391;-73.97698;"Entire home/apt";520;3;7;1;80
2.95;"LaGuardia airport,  JFK airport, citi fields";"Jing";"Queens";"Flushing";40.73129;-73.80416;"Entire home/apt";58;2;19;1;57
0.0;"Huge Williamsburg Loft";"Megan";"Brooklyn";"Williamsburg";40.71173;-73.96487;"Entire home/apt";220;5;0;1;89
0.0;"Beautiful";"Awa";"Brooklyn";"Bedford-Stuyvesant";40.68054;-73.91775;"Private room";80;2;0;1;365
1.76;"Spacious Beauty 1 Bedroom Apartment";"Adelle";"Manhattan";"Kips Bay";40.74098;-73.98331;"Entire home/apt";130;2;11;1;4
1.57;"Charming 2 bedroom in Soho";"Ana";"Manhattan";"Nolita";40.72316;-73.99577;"Private room";399;3;7;1;246
0.67;"SUNLIT OASIS";"Alex";"Brooklyn";"Williamsburg";40.71159;-73.96318;"Private room";118;2;4;3;112
0.0;"Come feel at home";"Leticia";"Manhattan";"Harlem";40.81734;-73.95428;"Private room";100;7;0;1;365
1.25;"Cozy, clean and quiet room in Bushwick.";"Sebastian";"Brooklyn";"Bushwick";40.68991;-73.91349;"Private room";37;2;8;2;1
0.0;"Luxury on 5th Ave St. Regis 2 King BR Suite 5 Star";"Alyssa";"Manhattan";"Midtown";40.76024;-73.97483;"Entire home/apt";1999;1;0;6;365
3.02;"Charming 1BR by Washington Square Park Heart of NY";"Alex";"Manhattan";"West Village";40.73236;-74.00213;"Entire home/apt";370;3;20;1;155
0.63;"Newly Renovated Stylish Luxury 2 bedroom, first fl";"Roberto";"Bronx";"West Farms";40.83942;-73.87518;"Entire home/apt";165;2;4;1;310
0.79;"Beautifully Renovated Small Mid Century Bedroom";"Alexandra-Katherine";"Manhattan";"Lower East Side";40.72173;-73.9918;"Private room";125;1;4;2;165
1.02;"Amazing View in luxury building, Time Square";"Max";"Manhattan";"Hell's Kitchen";40.75943;-74.00018;"Private room";99;3;6;1;5
1.89;"Private Room Best LES Location- Read Description!";"Andrea";"Manhattan";"Chinatown";40.71687;-73.99074;"Private room";150;4;12;2;72
0.63;"Bright, charming Fort Greene studio";"Jaclyn";"Brooklyn";"Fort Greene";40.68941;-73.98098;"Entire home/apt";175;3;4;1;9
4.26;"Mother & Daughter bnb-Brooklyn";"Mother & Daughter";"Brooklyn";"East Flatbush";40.63846;-73.92892;"Entire home/apt";75;1;27;1;185
0.56;"Gorgeous NYC Hideout 20min to Times Square";"Konni";"Queens";"Sunnyside";40.7426;-73.92318;"Entire home/apt";85;4;3;1;12
2.94;"Spacious Sun-drenched two bedroom APT";"Chafiq";"Brooklyn";"Clinton Hill";40.69303;-73.96196;"Entire home/apt";200;1;19;1;285
0.32;"Share Lg studio rm b2*2 blocks subway *Bronx Zoo";"Monica";"Bronx";"Van Nest";40.84119;-73.87049;"Shared room";20;10;2;4;114
1.0;"Lovely Bushwick Garden Apartment";"Marcela";"Brooklyn";"Bushwick";40.69157;-73.91288;"Entire home/apt";155;2;1;1;10
3.0;"Entire Basement Apartment near LGA";"Mainul";"Queens";"East Elmhurst";40.76592;-73.87388;"Entire home/apt";60;1;3;1;50
4.24;"2 BEDROOM/3BED APT/TIME SQUARE/HELLS KITCHEN";"Scott";"Manhattan";"Hell's Kitchen";40.76558;-73.98787;"Entire home/apt";135;3;28;2;141
0.0;"Center of Astoria";"Anup";"Queens";"Ditmars Steinway";40.77594;-73.90799;"Private room";55;2;0;1;35
0.0;"Splendid Midtown Studio w/ Gym + Doorman by Blueground";"Blueground";"Manhattan";"Midtown";40.75146;-73.99;"Entire home/apt";215;30;0;232;2
0.0;"Cheery Midtown 1BR w/ Doorman + Gym, near MSG by Blueground";"Blueground";"Manhattan";"Midtown";40.75313;-73.98863;"Entire home/apt";227;30;0;232;329
0.63;"Sweet Home";"Dj";"Brooklyn";"Bushwick";40.69142;-73.92472;"Private room";140;1;4;2;365
0.43;"Beautiful and Convenient 2 Bedroom In Flushing";"Alan";"Queens";"Flushing";40.75985;-73.82393;"Entire home/apt";120;30;1;15;303
0.34;"Manhattan modern living by the Chelsea High Line";"Irwin";"Manhattan";"Chelsea";40.74382;-74.00463;"Entire home/apt";250;30;2;1;233
2.34;"TWO BIG Rooms - a Park Slope Oasis";"Tom";"Brooklyn";"South Slope";40.66617;-73.98862;"Private room";90;2;15;1;91
0.0;"Large Bedroom near Central Park and Mt Sinah";"Jacqueline";"Manhattan";"East Harlem";40.79022;-73.9471;"Private room";100;30;0;1;262
0.0;"Beautiful 2 bed with a balocony";"Gad";"Brooklyn";"Bedford-Stuyvesant";40.67878;-73.94446;"Entire home/apt";205;2;0;2;89
0.5;"Cute apartment";"Danica";"Queens";"Ditmars Steinway";40.77776;-73.91455;"Entire home/apt";200;3;1;2;11
1.43;"Charming studio close to everything";"Christina";"Manhattan";"Hell's Kitchen";40.76676;-73.98953;"Entire home/apt";200;6;2;1;11
1.76;"Upper West Manhattan Suite - Cozy Private Bedroom";"Yao & Rain";"Manhattan";"Harlem";40.82179;-73.95283;"Private room";55;3;11;7;1
0.0;"Cozy Room 20 minutes away from the city";"Saly";"Queens";"Sunnyside";40.74132;-73.91931;"Private room";65;2;0;2;341
1.09;"Columbia Univ Queen-bed in a Cozy Suite 5B";"Yao & Rain";"Manhattan";"Harlem";40.82171;-73.95346;"Private room";55;5;7;7;154
1.11;"Upper West Manhattan Luxurious Master Bedroom 5C";"Yao & Rain";"Manhattan";"Harlem";40.82343;-73.95469;"Private room";50;5;4;7;237
0.33;"Upper West Manhattan Spacious Master Bedroom 1C";"Yao & Rain";"Manhattan";"Harlem";40.8222;-73.95416;"Private room";58;5;2;7;314
0.15;"纽约长岛市最新豪�?�网红楼王Jackson Park独立�?�室出租!(出门就是地�?站!)";"Molly";"Queens";"Long Island City";40.74782;-73.93837;"Private room";56;13;1;1;12
2.29;"Upper West Manhattan Spacious Private Bedroom 1D";"Yao & Rain";"Manhattan";"Harlem";40.82177;-73.95472;"Private room";55;4;13;7;299
2.43;"Modern cheap huge 1bd apt next to Central Pk & sub";"Helene";"Manhattan";"Harlem";40.79931;-73.95238;"Entire home/apt";149;1;15;1;35
1.72;"Pvt Room in Quiet Home Near JFK 6mi/LGA 10mi Lvdr";"Kafayat";"Queens";"St. Albans";40.70522;-73.75063;"Private room";35;2;11;4;3
1.0;"Windsor Terrace Warm Artist Pad Prospect Park";"Oleg";"Brooklyn";"Windsor Terrace";40.65329;-73.97987;"Entire home/apt";250;2;1;1;84
0.2;"You Will Love Our Beautiful 3 bed 3 Bath Home";"Gad";"Brooklyn";"Bedford-Stuyvesant";40.68046;-73.94277;"Private room";175;2;1;2;89
2.42;"Espaço acolhedor e limpo próximo a Manhattan!";"Andressa";"Queens";"Long Island City";40.75376;-73.94101;"Private room";55;3;16;2;3
3.16;"“Quincy Manor�? in the heart of Bedford-Stuyvesant.";"David";"Brooklyn";"Bedford-Stuyvesant";40.68858;-73.94534;"Entire home/apt";100;2;20;1;273
1.98;"Private Room With a Balcony In a Modern Loft";"Alex";"Brooklyn";"Williamsburg";40.70877;-73.94171;"Private room";89;6;8;3;260
0.33;"PRIVATE ROOM in the heart of MANHATTAN";"Tom";"Manhattan";"Hell's Kitchen";40.76769;-73.98649;"Private room";140;2;1;4;39
2.59;"GORGEOUS PRIME SOHO 3 BEDROOMS PENTHOUSE";"Pirin";"Manhattan";"SoHo";40.72267;-74.00334;"Entire home/apt";649;2;17;3;281
0.68;"Sleeper shared rm on subway bronx zoo 30m2NYC";"Monica";"Bronx";"Van Nest";40.84087;-73.8699;"Shared room";20;10;3;4;25
0.45;"Modern 2BR Williamsburg  Loft With a Balcony";"Alex";"Brooklyn";"Williamsburg";40.70646;-73.94169;"Entire home/apt";189;6;2;3;242
3.77;"Boutique Brooklyn Loft";"Eleanor And Alex";"Brooklyn";"Bushwick";40.69488;-73.93115;"Private room";55;1;23;2;28
0.95;"Modern & cozy bedroom in Manhattan";"Souha";"Manhattan";"Harlem";40.82331;-73.95454;"Private room";89;2;6;2;170
2.01;"Beautiful bedroom in Upper Manhattan";"Souha";"Manhattan";"Harlem";40.82219;-73.95381;"Private room";89;2;10;2;127
0.46;"Exposed Brick One Bedroom in the Heart of Soho";"Zack";"Manhattan";"Nolita";40.72199;-73.99534;"Entire home/apt";165;1;3;1;12
0.0;"In the heart of midtown manhattan - CONVENIENCE";"Michael";"Manhattan";"Midtown";40.75094;-73.981;"Entire home/apt";100;1;0;1;365
9.64;"Private room in a brand new brooklyn apartment";"Jason";"Brooklyn";"Bedford-Stuyvesant";40.68368;-73.92623;"Private room";63;1;63;2;47
0.32;"Private Bath, Private Room 2 blocks from NR trains";"Jason";"Brooklyn";"Sunset Park";40.65035;-74.00974;"Private room";75;2;2;1;16
2.13;"NY EMPIRE STATE DOUBLE DOUBLE ROOM";"Hudson River Hotel";"Manhattan";"Hell's Kitchen";40.75589;-73.99642;"Private room";249;1;13;8;81
0.16;"25 minutes from Manhattan, shared room";"Dan";"Brooklyn";"Borough Park";40.63892;-73.9974;"Shared room";35;2;1;4;87
0.0;"ENTIRE One Bedroom Apt Available 7/21-8/16";"Maxine";"Brooklyn";"Prospect-Lefferts Gardens";40.66238;-73.95135;"Entire home/apt";70;7;0;1;14
1.93;"LOFT 108";"Mike";"Brooklyn";"Bushwick";40.69832;-73.93544;"Entire home/apt";100;3;12;1;12
4.4;"Dvine Home,  5 Minutes from JFK, FREE parking";"Flyn";"Queens";"Jamaica";40.67546;-73.7974;"Entire home/apt";65;2;27;1;182
3.44;"Premium Times Sqr 2 Bed 2 Bath ~ Rooftop";"David And Natalia";"Manhattan";"Hell's Kitchen";40.76102;-73.98874;"Entire home/apt";399;5;21;1;118
0.0;"Nice place in Brooklyn .";"Leon";"Brooklyn";"Greenpoint";40.73201;-73.95699;"Private room";120;5;0;1;77
0.0;"Suíte Tati";"Tatiane";"Brooklyn";"Sunset Park";40.64663;-73.9987;"Private room";120;7;0;1;362
1.0;"Chateau New York!! 2 Bedrooms In BK";"Shari";"Brooklyn";"Bedford-Stuyvesant";40.67795;-73.92145;"Entire home/apt";120;7;1;1;68
0.0;"Cozy Shared Studio 10 minutes from Times Square!";"Ikenna";"Manhattan";"Harlem";40.80242;-73.94562;"Shared room";60;1;0;1;7
0.16;"Happy place to be";"Dj";"Brooklyn";"Bushwick";40.69233;-73.92636;"Private room";100;7;1;2;365
0.94;"Cozy private room in Greenwich Village";"Bobby";"Manhattan";"Greenwich Village";40.72836;-73.99953;"Private room";90;7;3;1;88
2.98;"Large Bx condo 3 mins to Subway by Yankee Stadium";"Will";"Bronx";"Fordham";40.85214;-73.90294;"Entire home/apt";100;2;12;3;20
0.0;"Cozy room in a area with everything.female only pl";"Nashwa";"Brooklyn";"Bay Ridge";40.6334;-74.0212;"Private room";70;1;0;1;342
0.0;"Cozy room in duplex apartment - terrace with view";"Alessandro";"Brooklyn";"Crown Heights";40.67686;-73.93159;"Private room";45;14;0;1;30
1.67;"Private Bedroom in Chinatown/LES";"Carolina";"Manhattan";"Two Bridges";40.71302;-73.99405;"Private room";85;1;6;2;42
4.73;"Estilo y tranquilidad en un mismo espacio";"Yamid";"Queens";"Jackson Heights";40.74888;-73.87708;"Private room";50;2;29;1;16
2.31;"Calm Environment";"Decidel";"Queens";"St. Albans";40.69278;-73.76192;"Entire home/apt";80;2;11;1;313
0.34;"Fun Spacious 3 Bed 2 bath Elevator Building";"Yaacov";"Manhattan";"Upper East Side";40.77893;-73.95221;"Entire home/apt";350;31;1;33;342
0.76;"2 BEDROOMS 2 PERSONS EACH";"Alexis";"Manhattan";"Harlem";40.82584;-73.95024;"Private room";295;1;2;2;89
3.99;"Brooklyn's Finest - LL";"Cathy";"Brooklyn";"Williamsburg";40.71477;-73.96122;"Entire home/apt";130;2;25;3;261
9.03;"Blue Modern 93";"Qing";"Queens";"Queens Village";40.72218;-73.73396;"Entire home/apt";79;1;59;2;36
0.32;"Luxury Astoria 1BD apt, 15 min from Manhattan";"Eugene";"Queens";"Long Island City";40.75576;-73.93071;"Entire home/apt";70;3;2;1;4
0.37;"Prime East Village 1BR";"Anish";"Manhattan";"East Village";40.72435;-73.98715;"Entire home/apt";225;5;2;1;90
2.57;"Elegant 2 bedroom in Chelsea";"Robyn";"Manhattan";"Chelsea";40.74244;-74.00274;"Entire home/apt";300;2;13;1;16
0.81;"Two BR, entire top floor, 23 Minutes to Manhattan";"Margareth";"Brooklyn";"Bedford-Stuyvesant";40.6828;-73.95303;"Entire home/apt";83;30;1;3;349
0.0;"Terrific Tribeca 2BR, Indoor pool, Gym + Rooftop by Blueground";"Blueground";"Manhattan";"Tribeca";40.71696;-74.00689;"Entire home/apt";373;30;0;232;259
0.0;"Studio Apartment in East Village";"Steph";"Manhattan";"East Village";40.73033;-73.98518;"Entire home/apt";100;30;0;1;246
2.87;"Village/soho  |  2Br + Skylights";"James";"Manhattan";"Greenwich Village";40.72785;-73.99933;"Entire home/apt";310;31;18;2;7
3.28;"NY MIDTOWN DOUBLE ROOM";"Hudson River Hotel";"Manhattan";"Hell's Kitchen";40.756;-73.99783;"Private room";209;1;20;8;53
